index,location,bhk,total_sqft,bath,price,encoded_location
10789,Electronic City,2,1110.0,2.0,39.9,74
10790,Kothanur,2,1142.0,2.0,56.0,146
10791,2nd Stage Nagarbhavi,5,4000.0,4.0,240.0,2
10793,AECS Layout,2,1005.0,2.0,55.0,9
10794,others,3,1626.6,3.0,133.0,230
10795,Kothanur,2,1074.0,2.0,54.0,146
10796,Basavangudi,2,1230.0,2.0,80.0,35
10797,Electronic City,2,660.0,1.0,23.0,74
10798,others,2,1007.0,2.0,48.0,230
10800,Whitefield,3,1820.0,3.0,113.0,224
10802,others,2,1348.0,2.0,100.0,230
10803,Kasavanhalli,2,1230.0,2.0,66.25,130
10804,Horamavu Agara,3,1176.0,2.0,37.62,98
10806,Frazer Town,2,1200.0,2.0,78.0,77
10807,others,2,1298.0,2.0,65.0,230
10811,Kothanur,2,1285.0,2.0,60.0,146
10812,Electronic City,3,1644.0,3.0,92.59,74
10813,Kasavanhalli,3,1819.0,3.0,150.0,130
10814,1st Phase JP Nagar,2,1205.0,2.0,85.0,1
10817,Raja Rajeshwari Nagar,2,1270.0,2.0,62.0,184
10818,9th Phase JP Nagar,3,1240.0,2.0,39.89,8
10819,Jigani,3,1221.0,3.0,70.0,113
10821,Kanakpura Road,2,1339.0,2.0,63.0,127
10822,Thigalarapalya,4,4303.0,5.0,300.0,210
10823,Haralur Road,2,1315.0,2.0,85.0,90
10824,Raja Rajeshwari Nagar,2,1250.0,2.0,68.0,184
10825,Bisuvanahalli,2,850.0,2.0,27.0,46
10826,7th Phase JP Nagar,3,1600.0,2.0,110.0,6
10827,Electronic City,2,1250.0,2.0,62.0,74
10828,others,3,1312.0,2.0,56.5,230
10829,Kadugodi,4,3000.0,4.0,134.0,117
10831,Whitefield,3,1990.0,3.0,98.0,224
10832,others,2,760.0,2.0,38.5,230
10834,Kadugodi,3,1614.0,2.0,59.0,117
10836,others,3,1182.0,2.0,60.1,230
10837,others,2,1053.0,2.0,46.29,230
10839,Gubbalala,3,2000.0,3.0,125.0,84
10840,Electronic City Phase II,3,1940.0,4.0,116.0,75
10841,Hennur Road,3,1590.0,3.0,105.0,96
10842,others,2,1035.0,2.0,52.79,230
10845,Raja Rajeshwari Nagar,3,1260.0,2.0,62.0,184
10847,Thanisandra,3,1702.0,3.0,107.0,209
10848,Bisuvanahalli,3,1080.0,2.0,65.0,46
10849,Kasavanhalli,2,1189.0,2.0,45.0,130
10850,Tumkur Road,2,1035.0,2.0,39.0,214
10851,Hennur Road,2,1200.0,2.0,36.0,96
10855,Yelahanka,2,1330.0,2.0,93.65,226
10856,Kaggalipura,3,1210.0,2.0,65.0,119
10857,Chikkalasandra,3,1350.0,2.0,54.2,59
10858,Kaval Byrasandra,3,1900.0,2.0,65.0,133
10859,Ambedkar Nagar,3,1935.0,4.0,125.0,13
10860,others,3,1410.0,3.0,90.0,230
10861,others,2,1469.0,2.0,99.14,230
10862,Varthur,2,986.0,2.0,30.0,217
10863,others,3,1460.0,2.0,87.0,230
10865,Chandapura,3,1345.0,2.0,39.5,55
10866,Panathur,2,980.0,2.0,57.0,180
10867,Kudlu Gate,2,1164.0,2.0,75.0,148
10868,Subramanyapura,2,929.0,1.0,51.0,205
10869,Kundalahalli,2,1065.0,2.0,70.0,150
10870,Budigere,2,1172.0,2.0,56.725,52
10872,Electronic City,2,1020.0,2.0,30.27,74
10874,Yeshwanthpur,1,672.0,1.0,36.85,229
10875,Brookefield,3,1746.0,3.0,115.0,51
10879,others,2,1250.0,2.0,65.0,230
10880,Thanisandra,2,1188.0,2.0,39.0,209
10881,Whitefield,4,3565.0,4.0,218.0,224
10882,Marathahalli,2,1170.0,2.0,85.0,161
10884,others,2,1000.0,2.0,35.0,230
10887,Kasturi Nagar,4,2507.0,4.0,155.0,131
10888,Babusapalaya,2,1061.0,2.0,34.0,24
10889,KR Puram,2,1290.0,2.0,69.0,115
10890,Sarjapur,2,1200.0,2.0,42.6,193
10891,Bharathi Nagar,2,1120.0,2.0,39.29,42
10893,Sarjapur,3,1333.0,3.0,50.0,193
10895,Thanisandra,1,747.0,1.0,34.355,209
10897,Thanisandra,3,2030.0,4.0,125.0,209
10898,Balagere,2,1012.0,2.0,70.0,25
10899,Kudlu,3,1245.0,2.0,60.0,147
10900,7th Phase JP Nagar,3,1765.0,3.0,118.0,6
10901,Gottigere,2,1110.0,2.0,36.25,82
10902,others,2,967.0,2.0,47.8,230
10903,Sarjapur,2,1044.0,2.0,36.0,193
10904,Brookefield,3,1518.0,3.0,80.0,51
10905,KR Puram,3,1300.0,2.0,57.0,115
10906,others,3,1798.0,3.0,73.0,230
10907,KR Puram,2,866.28,2.0,36.38,115
10908,Whitefield,4,3410.0,5.0,253.0,224
10909,Singasandra,2,1179.0,2.0,56.0,201
10914,Haralur Road,3,1976.0,3.0,92.0,90
10915,5th Phase JP Nagar,2,1190.0,2.0,61.8,4
10917,Jakkur,3,1761.0,3.0,84.52,110
10918,Cooke Town,3,1700.0,3.0,120.0,61
10920,Electronic City,2,1128.0,2.0,64.8,74
10923,others,1,509.0,1.0,20.0,230
10924,Ambedkar Nagar,3,1852.0,4.0,122.0,13
10925,Varthur,2,1045.0,2.0,40.65,217
10926,others,4,3535.0,4.0,215.0,230
10928,others,4,1800.0,3.0,82.0,230
10929,Hebbal Kempapura,3,1436.0,2.0,75.0,93
10930,others,3,1397.0,2.0,52.0,230
10931,Kothanur,2,1140.0,2.0,56.0,146
10935,others,3,2050.0,3.0,135.0,230
10936,Sarjapur  Road,2,1335.0,2.0,95.0,194
10939,Thanisandra,2,1140.0,2.0,59.0,209
10941,Thanisandra,1,663.0,1.0,46.0,209
10943,Kanakpura Road,3,1450.0,3.0,60.9,127
10944,Kodichikkanahalli,3,1400.0,3.0,66.0,138
10945,others,2,1339.0,2.0,53.56,230
10948,others,2,1305.0,2.0,52.0,230
10949,Green Glen Layout,3,1740.0,3.0,80.0,83
10950,Anekal,2,680.0,1.0,21.0,17
10951,Bannerghatta Road,2,1154.0,2.0,47.0,34
10952,Munnekollal,2,1200.0,2.0,40.0,164
10953,Hennur,2,1155.0,2.0,54.5,95
10954,Sarjapur  Road,3,1525.0,2.0,63.0,194
10956,Hebbal,4,2470.0,5.0,192.0,92
10957,Padmanabhanagar,2,1100.0,2.0,60.0,178
10958,Hormavu,2,1250.0,2.0,65.0,100
10959,Kothanur,2,1400.0,2.0,70.0,146
10960,others,3,1600.0,3.0,100.0,230
10961,Electronic City,2,1060.0,2.0,55.0,74
10962,Horamavu Banaswadi,2,1272.0,2.0,50.0,99
10963,Kanakpura Road,2,1296.0,2.0,105.0,127
10965,Karuna Nagar,3,1945.0,3.0,115.0,129
10966,Chandapura,3,1033.0,2.0,30.47,55
10967,others,3,2300.0,2.0,69.0,230
10968,others,2,1235.0,2.0,52.76,230
10970,others,2,850.0,2.0,42.5,230
10971,Subramanyapura,3,1880.0,3.0,110.0,205
10973,Kenchenahalli,2,1060.0,2.0,52.0,134
10974,Hennur Road,3,2041.0,3.0,138.0,96
10977,others,2,1150.0,2.0,39.0,230
10978,LB Shastri Nagar,2,1184.0,2.0,62.0,151
10979,Sarjapur  Road,3,1680.0,3.0,126.0,194
10980,Thanisandra,3,1411.0,3.0,100.0,209
10984,Thanisandra,3,1702.0,3.0,120.0,209
10985,Yelahanka,2,1185.0,2.0,45.0,226
10986,Kanakpura Road,3,1300.0,3.0,64.0,127
10987,others,3,1545.0,3.0,65.0,230
10989,Jigani,3,1300.0,3.0,55.0,113
10990,JP Nagar,2,1107.0,2.0,57.0,109
10991,Old Madras Road,3,1720.0,3.0,106.0,177
10993,Bannerghatta Road,2,1000.0,2.0,44.5,34
10994,Electronic City,1,710.0,1.0,40.42,74
10998,Bannerghatta Road,2,1250.0,2.0,48.0,34
10999,Kaggadasapura,5,2400.0,4.0,130.0,118
11000,Hegde Nagar,3,1584.01,3.0,104.0,94
11003,Kaggadasapura,3,1485.0,2.0,70.0,118
11004,Hennur Road,3,1100.0,2.0,78.0,96
11005,8th Phase JP Nagar,2,1245.0,2.0,59.0,7
11006,Hennur Road,4,1880.0,4.0,154.0,96
11008,others,2,1050.0,2.0,45.0,230
11010,Bannerghatta Road,3,1640.0,3.0,105.0,34
11011,others,2,1165.0,2.0,65.0,230
11012,Kengeri Satellite Town,2,1110.0,2.0,43.0,136
11015,Uttarahalli,4,4500.0,4.0,150.0,216
11018,others,2,1200.0,1.0,42.0,230
11021,Jalahalli,3,1704.0,3.0,94.36,111
11022,7th Phase JP Nagar,3,1275.0,2.0,88.0,6
11023,Sarjapur  Road,3,1222.0,2.0,68.0,194
11025,Electronic City,2,1000.0,2.0,29.95,74
11027,Yelahanka,3,1517.0,3.0,71.28,226
11028,Horamavu Agara,2,1166.0,2.0,37.29,98
11030,5th Phase JP Nagar,5,4000.0,5.0,170.0,4
11033,Whitefield,3,1345.0,3.0,58.0,224
11035,EPIP Zone,4,3800.0,5.0,170.0,73
11036,Chandapura,3,971.0,2.0,38.0,55
11038,EPIP Zone,2,1810.0,2.0,65.0,73
11039,others,2,1300.0,2.0,58.0,230
11040,Thanisandra,2,1185.0,2.0,45.0,209
11041,others,2,1350.0,2.0,68.0,230
11042,Budigere,3,1590.0,3.0,76.16,52
11045,Somasundara Palya,3,1650.0,3.0,126.0,202
11046,others,3,1645.0,3.0,87.0,230
11047,Hennur Road,3,1748.0,3.0,103.0,96
11049,Kengeri Satellite Town,2,1170.0,2.0,50.0,136
11050,Sarjapur  Road,4,3420.0,4.0,225.0,194
11051,Hulimavu,3,1320.0,2.0,65.0,105
11054,Sarjapur  Road,3,1510.0,2.0,110.0,194
11055,others,6,2700.0,7.0,110.0,230
11056,others,3,1305.0,2.0,45.68,230
11057,Mahadevpura,3,1500.0,2.0,70.0,156
11059,Thanisandra,4,1948.0,4.0,129.0,209
11060,Margondanahalli,3,1448.0,3.0,70.0,162
11061,Sarjapur  Road,2,1242.0,2.0,78.0,194
11062,Sonnenahalli,2,1268.0,2.0,58.0,204
11063,Ramamurthy Nagar,2,1101.0,2.0,50.0,188
11064,others,2,1255.0,2.0,65.0,230
11067,Hosa Road,2,1089.0,2.0,32.67,101
11072,Kaggalipura,2,950.0,2.0,45.0,119
11073,HBR Layout,2,1068.0,2.0,43.0,87
11074,Yelahanka New Town,2,860.0,1.0,31.0,227
11076,Yelahanka,3,1756.0,3.0,66.73,226
11077,Whitefield,2,1205.0,2.0,41.0,224
11081,Hormavu,3,1604.0,3.0,68.0,100
11085,Ananth Nagar,2,1010.0,2.0,38.0,16
11087,Doddakallasandra,2,1010.0,2.0,41.0,69
11088,Yelahanka,2,1050.0,2.0,33.1,226
11092,Bannerghatta Road,3,1656.0,2.0,62.93,34
11093,others,3,1451.0,3.0,68.0,230
11095,JP Nagar,2,1250.0,2.0,93.0,109
11096,others,3,4395.0,3.0,240.0,230
11098,Sonnenahalli,3,1340.0,2.0,42.0,204
11099,others,2,1100.0,2.0,38.5,230
11101,Devarachikkanahalli,3,1700.0,3.0,71.0,66
11103,KR Puram,2,1096.0,2.0,43.0,115
11105,others,3,1936.0,3.0,139.0,230
11106,Nehru Nagar,3,1269.0,2.0,63.0,174
11108,Panathur,3,1586.0,3.0,125.0,180
11110,Kanakpura Road,3,1452.0,3.0,56.5,127
11111,Hosa Road,3,1538.0,3.0,107.0,101
11113,others,2,935.0,2.0,40.0,230
11114,others,2,1220.0,2.0,65.0,230
11115,Harlur,2,1197.0,2.0,77.0,91
11116,Varthur,2,674.0,1.0,19.9,217
11117,Kengeri,1,410.0,1.0,15.0,135
11118,Thanisandra,3,1573.0,3.0,90.0,209
11119,Dodda Nekkundi,2,1135.0,2.0,58.0,67
11121,others,1,1200.0,1.0,65.0,230
11122,others,3,1800.0,3.0,95.0,230
11123,others,3,2045.0,3.0,108.0,230
11124,Sonnenahalli,2,1268.0,2.0,56.0,204
11126,Yelahanka,3,1600.0,3.0,100.0,226
11127,Thanisandra,2,1056.0,2.0,70.0,209
11129,Whitefield,4,4500.0,4.0,330.0,224
11130,KR Puram,2,1204.0,2.0,58.0,115
11131,others,3,1410.0,2.0,54.0,230
11132,Hennur Road,2,1460.0,2.0,80.3,96
11133,Dodda Nekkundi,2,1100.0,2.0,41.18,67
11134,others,2,1310.0,2.0,88.0,230
11135,Sector 2 HSR Layout,3,1600.0,3.0,90.0,196
11136,others,2,1250.0,2.0,55.0,230
11137,Sarjapur  Road,3,1665.0,3.0,74.93,194
11140,Singasandra,2,1416.0,2.0,67.0,201
11143,Jigani,3,1231.0,3.0,58.0,113
11144,Yelahanka,3,1664.0,3.0,73.95,226
11145,TC Palaya,3,2000.0,3.0,76.0,207
11146,Rajiv Nagar,2,972.0,2.0,43.0,186
11147,others,4,4500.0,4.0,345.0,230
11148,Bellandur,2,1185.0,2.0,47.39,40
11149,Green Glen Layout,3,1750.0,3.0,81.0,83
11151,Balagere,2,1007.0,2.0,68.0,25
11153,Whitefield,2,1250.0,2.0,85.0,224
11154,others,2,1200.0,2.0,54.0,230
11155,Horamavu Agara,2,994.0,2.0,42.28,98
11156,Ramamurthy Nagar,2,1150.0,2.0,40.0,188
11157,Thanisandra,2,1220.0,2.0,46.0,209
11158,others,2,1441.0,2.0,115.0,230
11161,Thigalarapalya,2,1400.0,2.0,105.0,210
11162,Tindlu,3,1370.07,3.0,65.0,213
11164,Judicial Layout,2,900.0,2.0,40.0,114
11165,others,1,418.0,1.0,17.0,230
11166,others,3,1200.0,3.0,80.0,230
11167,ISRO Layout,2,1200.0,2.0,43.0,106
11168,Talaghattapura,2,1062.0,2.0,42.48,208
11169,Kanakpura Road,2,1120.0,2.0,51.0,127
11170,Bannerghatta Road,2,1012.0,2.0,44.0,34
11174,Kanakpura Road,2,1430.0,2.0,78.0,127
11175,Channasandra,3,1195.0,2.0,56.0,56
11178,Hennur Road,3,1570.0,3.0,75.99,96
11180,Sonnenahalli,2,1011.0,2.0,59.0,204
11181,7th Phase JP Nagar,3,1450.0,2.0,102.0,6
11182,Sarjapur  Road,2,1129.0,2.0,69.0,194
11183,Sarjapura - Attibele Road,2,1126.0,2.0,36.0,195
11185,Sarjapur  Road,3,1180.0,2.0,45.0,194
11188,Hennur Road,3,1933.0,3.0,140.0,96
11189,TC Palaya,2,1082.0,2.0,64.0,207
11191,others,1,610.0,1.0,28.0,230
11195,CV Raman Nagar,2,1125.0,2.0,46.0,53
11196,others,6,2400.0,7.0,107.0,230
11197,Kengeri Satellite Town,2,777.4,2.0,25.0,136
11200,others,3,1864.0,3.0,120.0,230
11201,Whitefield,2,1115.0,2.0,51.91,224
11202,Kengeri,1,400.0,1.0,25.0,135
11203,Rajaji Nagar,2,1200.0,2.0,70.0,185
11205,others,2,950.0,2.0,57.0,230
11207,Bellandur,2,1200.0,2.0,62.0,40
11208,GM Palaya,3,1735.0,3.0,70.0,78
11211,Jalahalli,3,1470.0,2.0,102.0,111
11212,Bannerghatta Road,3,1527.0,3.0,115.0,34
11213,others,2,985.0,2.0,45.0,230
11214,Chandapura,4,3300.0,4.0,135.0,55
11215,Whitefield,2,1277.0,2.0,77.0,224
11216,others,2,1100.0,2.0,62.0,230
11217,Whitefield,3,1820.0,3.0,140.0,224
11218,others,4,1530.0,3.0,87.0,230
11221,Jakkur,3,1880.0,4.0,110.0,110
11222,Hennur,2,1255.0,2.0,52.35,95
11224,Somasundara Palya,2,1140.0,2.0,46.0,202
11226,Whitefield,4,3453.0,4.0,247.0,224
11230,Kaikondrahalli,2,1250.0,2.0,78.0,120
11231,others,4,2400.0,3.0,108.0,230
11233,Jalahalli,2,1244.0,2.0,88.0,111
11236,Sarjapur  Road,2,1034.0,2.0,38.0,194
11238,Kasavanhalli,3,1719.0,3.0,71.0,130
11241,Hosa Road,3,1470.0,2.0,84.22,101
11242,Yelahanka,2,1140.0,2.0,50.66,226
11243,Harlur,3,1752.12,3.0,125.0,91
11246,Old Madras Road,3,2990.0,3.0,170.0,177
11247,Bannerghatta Road,3,1660.0,3.0,85.0,34
11248,Electronic City,3,1275.0,3.0,63.43,74
11249,Bommasandra Industrial Area,3,1365.0,3.0,52.81,49
11250,others,3,1200.0,2.0,90.0,230
11251,Kanakpura Road,3,2546.0,3.0,170.0,127
11252,Banashankari Stage VI,3,1392.0,3.0,69.46,30
11253,Whitefield,2,1245.0,2.0,59.76,224
11255,Yeshwanthpur,2,1162.0,2.0,64.08,229
11256,Singasandra,3,1476.0,2.0,73.0,201
11257,KR Puram,1,700.0,1.0,21.5,115
11258,others,6,3600.0,6.0,170.0,230
11259,Jigani,2,943.0,2.0,48.0,113
11261,Sarjapur  Road,2,1113.0,2.0,44.5,194
11262,Varthur,3,1615.0,3.0,69.43,217
11263,others,2,1279.0,2.0,100.0,230
11266,Sompura,3,1350.0,3.0,65.0,203
11267,others,3,1525.0,3.0,68.63,230
11270,Ardendale,3,1777.26,3.0,92.0,19
11271,Bisuvanahalli,2,845.0,2.0,32.0,46
11273,Varthur,2,1210.0,2.0,64.15,217
11275,Sarjapur  Road,3,1879.0,3.0,155.0,194
11276,Hosur Road,3,1250.0,2.0,50.0,104
11277,others,4,1200.0,2.0,35.0,230
11278,Marathahalli,3,1108.0,2.0,60.0,161
11279,Kanakpura Road,3,1401.0,3.0,69.0,127
11281,others,2,1185.0,2.0,42.66,230
11282,Green Glen Layout,3,1751.0,3.0,115.0,83
11284,Bannerghatta Road,3,1880.0,3.0,96.5,34
11285,Whitefield,3,1322.5,3.0,40.985,224
11286,Channasandra,2,1175.0,2.0,38.0,56
11287,Jalahalli,2,1407.0,2.0,98.49,111
11288,Yelachenahalli,2,1000.0,2.0,50.0,225
11289,Electronic City,3,1518.0,3.0,75.0,74
11291,Tumkur Road,2,1027.0,2.0,67.0,214
11295,Begur Road,3,1500.0,2.0,47.25,39
11296,Varthur,3,1737.0,2.0,57.32,217
11297,Hennur,4,3517.0,2.0,161.5,95
11298,others,3,1600.0,4.0,120.0,230
11300,others,2,1120.0,2.0,60.0,230
11302,Hennur Road,2,1030.0,2.0,46.5,96
11303,Gubbalala,6,2500.0,6.0,88.0,84
11304,Kammasandra,2,1057.0,2.0,35.0,125
11307,Hormavu,2,1075.0,2.0,53.7,100
11308,Mysore Road,3,1080.0,2.0,60.0,166
11310,others,6,5100.0,7.0,225.0,230
11311,Singasandra,2,1139.7,2.0,45.0,201
11312,Whitefield,2,1074.0,2.0,42.8,224
11314,Sarjapur  Road,4,2425.0,5.0,175.0,194
11315,Sarjapur  Road,2,1323.0,2.0,74.0,194
11317,Kalena Agrahara,2,900.0,2.0,40.0,121
11318,Sarjapura - Attibele Road,1,740.0,1.0,23.65,195
11321,Bannerghatta Road,3,1550.0,3.0,96.0,34
11322,Gunjur,3,1588.0,2.0,90.0,85
11325,others,2,1308.0,2.0,86.0,230
11326,Hennur,3,1340.0,2.0,54.27,95
11329,Thanisandra,3,1719.0,3.0,135.0,209
11334,Jakkur,3,1660.0,3.0,104.0,110
11335,Nagavara,2,1247.0,2.0,58.56,171
11336,Thanisandra,3,1595.0,3.0,96.0,209
11337,Kaggadasapura,2,1175.0,2.0,50.0,118
11339,Old Airport Road,2,1184.0,2.0,78.0,176
11340,others,2,1100.0,2.0,55.0,230
11342,Yelahanka,2,1200.0,2.0,60.0,226
11344,others,2,1000.0,2.0,45.0,230
11345,Uttarahalli,2,1000.0,2.0,52.0,216
11346,Yelahanka,3,1705.0,3.0,85.0,226
11347,Tumkur Road,3,1060.0,2.0,58.3,214
11349,others,3,1347.0,2.0,55.0,230
11351,Varthur,2,1402.0,2.0,95.0,217
11352,Whitefield,3,2280.0,4.0,125.0,224
11353,others,2,1225.0,2.0,71.05,230
11354,5th Phase JP Nagar,2,1080.0,2.0,53.0,4
11357,Begur Road,2,1100.0,2.0,42.6,39
11359,Bannerghatta Road,2,1200.0,2.0,78.0,34
11361,others,2,1200.0,3.0,78.0,230
11362,Kothanur,3,1581.0,3.0,76.0,146
11363,Whitefield,4,2882.0,5.0,200.0,224
11367,Abbigere,2,985.0,2.0,38.92,10
11368,Sarjapur,2,950.0,2.0,35.0,193
11369,others,2,1339.0,2.0,55.0,230
11370,others,3,1449.0,3.0,72.0,230
11372,others,2,1100.0,2.0,38.68,230
11374,Kaval Byrasandra,3,2700.0,3.0,200.0,133
11375,others,2,1100.0,2.0,55.0,230
11379,Chandapura,2,800.0,1.0,30.0,55
11380,Chikkabanavar,5,2000.0,4.0,65.0,58
11382,others,2,1300.0,2.0,95.0,230
11383,Kanakpura Road,2,1220.0,2.0,60.0,127
11384,Sarjapur  Road,3,2289.0,3.0,178.0,194
11385,Whitefield,2,1170.0,2.0,56.0,224
11386,others,2,1350.0,2.0,89.5,230
11388,Thanisandra,3,1698.0,3.0,125.0,209
11389,Electronic City Phase II,4,2187.5,4.0,105.0,75
11390,Ambalipura,2,1060.0,2.0,58.5,12
11391,Somasundara Palya,2,1185.0,2.0,75.0,202
11393,Vittasandra,2,1404.0,2.0,72.0,223
11394,Electronic City Phase II,2,1252.0,2.0,67.0,75
11395,Bannerghatta Road,3,1885.0,3.0,125.0,34
11396,Kaikondrahalli,6,3381.0,6.0,225.0,120
11397,Hormavu,2,980.0,2.0,42.0,100
11399,Banashankari,3,1420.0,3.0,66.0,26
11401,others,3,2312.0,3.0,156.0,230
11402,Kaggadasapura,4,3000.0,4.0,130.0,118
11403,others,2,1175.0,2.0,70.0,230
11404,others,2,1145.0,2.0,51.0,230
11405,Bhoganhalli,2,970.0,2.0,52.5,43
11407,Whitefield,3,1639.5,3.0,92.63,224
11408,9th Phase JP Nagar,4,5000.0,4.0,300.0,8
11410,Ramagondanahalli,3,1635.0,3.0,57.0,187
11413,Jalahalli,1,1200.0,2.0,66.0,111
11416,Yeshwanthpur,2,1166.0,2.0,64.08,229
11418,Shivaji Nagar,3,1460.0,2.0,90.0,200
11419,others,3,1690.0,3.0,50.0,230
11420,others,4,1386.0,3.0,93.0,230
11421,others,2,1090.0,2.0,32.0,230
11423,Whitefield,2,1390.0,2.0,72.0,224
11424,Sector 2 HSR Layout,2,1095.0,2.0,85.41,196
11425,Kengeri,1,416.0,1.0,17.19,135
11427,Yelahanka,3,1350.0,2.0,85.0,226
11428,Bannerghatta Road,3,1453.0,2.0,73.0,34
11429,Thanisandra,2,1226.0,2.0,65.0,209
11431,Hegde Nagar,3,1168.0,2.0,68.0,94
11432,Bannerghatta,3,1776.0,3.0,124.0,33
11433,Whitefield,3,1634.0,3.0,68.0,224
11434,Hormavu,2,860.0,2.0,56.0,100
11436,Nagasandra,3,1650.0,3.0,95.0,170
11437,Whitefield,2,1190.0,2.0,70.0,224
11438,JP Nagar,2,1133.0,2.0,33.99,109
11439,others,3,1559.0,3.0,62.0,230
11440,Horamavu Banaswadi,3,1448.0,4.0,118.0,99
11442,Kodichikkanahalli,2,976.0,2.0,50.0,138
11446,Yelahanka,3,1633.0,3.0,110.0,226
11447,Ramagondanahalli,2,1151.0,2.0,46.0,187
11448,Kereguddadahalli,3,1400.0,2.0,42.0,137
11449,Uttarahalli,2,1037.0,2.0,36.0,216
11450,Thanisandra,2,1188.0,2.0,36.0,209
11451,others,2,1060.0,2.0,52.0,230
11452,Thigalarapalya,3,2215.0,4.0,162.0,210
11456,Harlur,4,2569.0,5.0,180.0,91
11457,others,2,900.0,2.0,27.0,230
11458,Kudlu Gate,2,1183.0,2.0,79.54,148
11459,HSR Layout,2,1100.0,2.0,44.0,89
11460,GM Palaya,3,1643.0,2.0,70.0,78
11461,others,3,1500.0,2.0,120.0,230
11462,Jakkur,2,1291.0,2.0,75.0,110
11463,Hennur,3,1150.0,3.0,80.0,95
11467,others,4,1700.0,3.0,55.0,230
11468,Mahadevpura,2,1236.0,2.0,58.0,156
11471,Pai Layout,6,3800.0,6.0,175.0,179
11472,Haralur Road,4,4694.0,5.0,375.0,90
11475,Harlur,2,1225.0,2.0,56.0,91
11476,Thanisandra,2,1056.0,2.0,75.0,209
11477,9th Phase JP Nagar,3,1240.0,2.0,42.85,8
11478,Banashankari,3,1200.0,3.0,74.52,26
11479,Kudlu Gate,3,1850.0,3.0,110.0,148
11480,others,4,3150.0,4.0,180.0,230
11481,others,1,1200.0,1.0,39.82,230
11485,Jigani,2,918.0,2.0,56.0,113
11486,others,3,1330.0,2.0,68.0,230
11487,Munnekollal,3,1540.0,2.0,70.0,164
11488,Lakshminarayana Pura,2,1200.0,2.0,80.0,153
11489,others,2,927.0,2.0,37.0,230
11490,Sarjapur,4,2585.5,4.0,115.0,193
11491,CV Raman Nagar,3,1400.0,2.0,78.0,53
11494,8th Phase JP Nagar,2,1510.0,2.0,80.0,7
11497,others,3,1500.0,3.0,61.52,230
11498,Yelahanka,1,827.5,1.0,42.535,226
11499,Vidyaranyapura,3,1100.0,2.0,72.0,219
11500,others,3,1200.0,3.0,68.0,230
11502,Hormavu,4,2282.0,4.0,115.0,100
11503,others,2,760.0,2.0,37.49,230
11504,Sarjapur,3,2172.0,3.0,100.0,193
11507,8th Phase JP Nagar,3,3300.0,3.0,165.0,7
11508,Thubarahalli,3,1242.0,3.0,51.0,211
11510,Uttarahalli,3,1245.0,2.0,43.58,216
11511,Kadugodi,2,1088.0,2.0,44.0,117
11512,Sahakara Nagar,2,1200.0,2.0,46.0,190
11513,TC Palaya,3,1995.0,3.0,100.0,207
11514,Haralur Road,2,1309.0,2.0,82.0,90
11519,others,3,1250.0,3.0,42.0,230
11521,5th Phase JP Nagar,2,1041.0,2.0,54.0,4
11522,Sarjapur  Road,3,1505.0,2.0,60.0,194
11524,Bellandur,3,1767.0,3.0,89.0,40
11526,Kengeri,2,1320.0,2.0,50.0,135
11527,others,2,1280.0,2.0,68.48,230
11528,Thanisandra,2,1245.0,2.0,83.05,209
11529,Haralur Road,2,1027.0,1.0,44.0,90
11532,others,3,1065.0,3.0,72.0,230
11533,Kannamangala,3,1814.0,3.0,129.0,128
11534,Ramagondanahalli,3,1610.0,2.0,112.0,187
11536,Kasavanhalli,3,1600.0,3.0,79.0,130
11537,others,3,3200.0,4.0,140.0,230
11538,others,3,1250.0,2.0,77.13,230
11541,others,3,1475.0,3.0,75.0,230
11542,Electronic City,2,1353.0,2.0,75.0,74
11544,Electronics City Phase 1,3,1750.0,3.0,58.0,76
11546,Sahakara Nagar,2,1270.0,2.0,96.0,190
11549,Thanisandra,4,2695.0,4.0,188.0,209
11550,others,3,1330.0,3.0,65.0,230
11552,BTM 2nd Stage,2,1400.0,2.0,90.0,22
11553,Gubbalala,4,4000.0,5.0,195.0,84
11554,Kanakpura Road,3,1700.0,3.0,75.0,127
11555,Kasavanhalli,2,1585.0,2.0,90.0,130
11556,Kothanur,3,1385.0,3.0,67.0,146
11557,Electronic City,2,1128.0,2.0,67.0,74
11560,HSR Layout,2,1203.0,2.0,60.0,89
11561,Mallasandra,2,905.0,2.0,35.0,158
11562,Hennur Road,3,1450.0,3.0,79.0,96
11563,Varthur,2,1105.0,2.0,38.0,217
11564,Channasandra,2,1200.0,2.0,46.13,56
11565,Jalahalli,3,1530.0,2.0,89.0,111
11566,Whitefield,2,1105.0,2.0,35.4,224
11567,Dasarahalli,2,1333.0,2.0,78.56,64
11571,Old Madras Road,3,1530.0,3.0,76.34,177
11572,Margondanahalli,2,1200.0,2.0,65.0,162
11573,Whitefield,2,1270.0,2.0,94.0,224
11574,Bellandur,3,1830.0,3.0,89.0,40
11575,Chandapura,2,900.0,2.0,35.0,55
11577,others,6,7000.0,6.0,560.0,230
11578,Bannerghatta Road,3,1450.0,2.0,78.0,34
11579,others,3,1525.0,3.0,65.0,230
11580,Mahalakshmi Layout,2,1080.0,2.0,67.0,157
11581,others,2,1220.0,2.0,72.0,230
11583,Bommanahalli,2,1355.0,2.0,73.17,47
11585,others,2,1500.0,2.0,60.0,230
